token,top_anchors
shan,"n_flowers_visible(npmi=+0.45, n=1) | branching_depth(npmi=+0.45, n=1) | n_leaves_visible(npmi=+0.41, n=1)"
shar,"n_decorative_motifs(npmi=+0.43, n=11) | n_paragraphs(npmi=+0.40, n=10) | n_stars(npmi=+0.33, n=10)"
shckhey,"n_nymphs(npmi=+0.50, n=5) | has_water(npmi=+0.48, n=5) | n_pipes(npmi=+0.47, n=4)"
shckhy,"n_nymphs(npmi=+0.51, n=11) | has_water(npmi=+0.49, n=11) | n_pools(npmi=+0.50, n=10)"
shcthey,"n_petals(npmi=+0.70, n=1) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)"
shcthy,"n_nymphs(npmi=+0.31, n=5) | has_water(npmi=+0.30, n=5) | n_pools(npmi=+0.27, n=4)"
shd,"n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1)"
shdar,"n_stars(npmi=+0.32, n=4) | n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3)"
shdy,"n_stars(npmi=+0.27, n=7) | n_paragraphs(npmi=+0.27, n=6) | n_decorative_motifs(npmi=+0.26, n=6)"
she,"has_star_motif(npmi=+0.27, n=1) | has_marginal_annotation(npmi=+0.20, n=1) | n_decorative_motifs(npmi=+0.07, n=4)"
she@152;@222;,"n_pools(npmi=+0.40, n=2) | n_nymphs(npmi=+0.38, n=2) | has_water(npmi=+0.37, n=2)"
she@152;aiin,"n_nymphs(npmi=+0.16, n=1) | has_water(npmi=+0.15, n=1) | n_concentric_rings(npmi=+0.12, n=1)"
she@152;y,"n_nymphs(npmi=+0.58, n=18) | has_water(npmi=+0.56, n=18) | n_pools(npmi=+0.55, n=16)"
she@222;,"n_nymphs(npmi=+0.61, n=4) | has_water(npmi=+0.60, n=4) | has_human_figure(npmi=+0.49, n=4)"
sheaiin,"n_paragraphs(npmi=+0.02, n=1) | n_decorative_motifs(npmi=+0.02, n=1) | n_distinct_objects(npmi=+0.01, n=7)"
sheal,"n_paragraphs(npmi=+0.47, n=8) | n_decorative_motifs(npmi=+0.46, n=8) | n_stars(npmi=+0.41, n=8)"
shear,"n_decorative_motifs(npmi=+0.44, n=9) | n_paragraphs(npmi=+0.40, n=8) | n_stars(npmi=+0.34, n=8)"
sheckhey,"n_pipes(npmi=+0.38, n=2) | n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2)"
sheckhy,"n_nymphs(npmi=+0.55, n=8) | has_water(npmi=+0.54, n=8) | n_pipes(npmi=+0.49, n=6)"
shecthy,"n_nymphs(npmi=+0.36, n=4) | has_human_figure(npmi=+0.31, n=5) | has_water(npmi=+0.35, n=4)"
shed,"n_paragraphs(npmi=+0.39, n=6) | n_decorative_motifs(npmi=+0.38, n=6) | n_stars(npmi=+0.33, n=6)"
shed@222;,"n_pipes(npmi=+0.53, n=4) | n_pools(npmi=+0.50, n=4) | n_nymphs(npmi=+0.48, n=4)"
shedaiin,"n_pipes(npmi=+0.38, n=2) | n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2)"
shedain,"n_paragraphs(npmi=+0.56, n=6) | n_decorative_motifs(npmi=+0.55, n=6) | n_stars(npmi=+0.50, n=6)"
shedal,"n_nymphs(npmi=+0.45, n=3) | has_water(npmi=+0.44, n=3) | has_human_figure(npmi=+0.34, n=3)"
shedar,"n_paragraphs(npmi=+0.45, n=4) | n_decorative_motifs(npmi=+0.44, n=4) | n_stars(npmi=+0.39, n=4)"
shedy,"n_paragraphs(npmi=+0.50, n=23) | n_decorative_motifs(npmi=+0.48, n=23) | n_nymphs(npmi=+0.49, n=19)"
shee,"n_stars(npmi=+0.40, n=5) | n_paragraphs(npmi=+0.37, n=4) | n_decorative_motifs(npmi=+0.36, n=4)"
shee@152;y,"n_nymphs(npmi=+0.49, n=6) | has_water(npmi=+0.48, n=6) | has_human_figure(npmi=+0.42, n=7)"
shee@222;,"has_T_O_diagram(npmi=+0.80, n=1) | n_paragraphs(npmi=+0.20, n=1) | n_decorative_motifs(npmi=+0.20, n=1)"
sheedy,"n_nymphs(npmi=+0.53, n=13) | has_water(npmi=+0.51, n=13) | n_pools(npmi=+0.48, n=11)"
sheeey,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
sheeky,"n_pools(npmi=+0.41, n=4) | n_nymphs(npmi=+0.39, n=4) | has_water(npmi=+0.37, n=4)"
sheeo,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | fragments_are_whole_plants(npmi=+0.51, n=1)"
sheeol,"has_star_motif(npmi=+0.68, n=2) | n_containers(npmi=+0.41, n=3) | has_container(npmi=+0.37, n=3)"
sheeor,"n_labels(npmi=+0.37, n=6) | n_concentric_rings(npmi=+0.30, n=3) | has_star_motif(npmi=+0.49, n=1)"
shees,"n_rays(npmi=+0.71, n=2) | has_sun_face(npmi=+0.49, n=1) | has_radial_symmetry(npmi=+0.27, n=3)"
sheety,"n_nymphs(npmi=+0.51, n=4) | has_water(npmi=+0.50, n=4) | n_pipes(npmi=+0.47, n=3)"
sheey,"n_paragraphs(npmi=+0.42, n=22) | n_decorative_motifs(npmi=+0.40, n=22) | n_stars(npmi=+0.38, n=24)"
shek,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_stars(npmi=+0.26, n=3)"
shekal,"has_central_star(npmi=+0.70, n=1) | n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2)"
shekchy,"n_rays_or_petals(npmi=+0.45, n=1) | n_concentric_rings(npmi=+0.29, n=2) | n_paragraphs(npmi=+0.27, n=2)"
shekeey,"n_petals(npmi=+0.74, n=1) | n_labels(npmi=+0.20, n=2) | n_pipes(npmi=+0.24, n=1)"
shekey,"n_petals(npmi=+0.67, n=1) | has_marginal_annotation(npmi=+0.47, n=1) | n_rays_or_petals(npmi=+0.41, n=1)"
sheky,"n_pipes(npmi=+0.52, n=9) | n_nymphs(npmi=+0.45, n=9) | has_water(npmi=+0.44, n=9)"
sheo,"n_paragraphs(npmi=+0.37, n=12) | n_decorative_motifs(npmi=+0.35, n=12) | n_stars(npmi=+0.29, n=12)"
sheo@152;y,"n_rows(npmi=+0.32, n=1) | n_plant_fragments(npmi=+0.19, n=1) | n_paragraphs(npmi=+0.11, n=1)"
sheod,"n_paragraphs(npmi=+0.34, n=4) | n_decorative_motifs(npmi=+0.34, n=4) | n_stars(npmi=+0.29, n=4)"
sheody,"n_stars(npmi=+0.35, n=12) | n_paragraphs(npmi=+0.34, n=10) | n_decorative_motifs(npmi=+0.33, n=10)"
sheoky,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)"
sheol,"n_plant_fragments(npmi=+0.37, n=12) | n_paragraphs(npmi=+0.31, n=15) | n_stars(npmi=+0.29, n=17)"
sheor,"n_pools(npmi=+0.38, n=8) | n_nymphs(npmi=+0.35, n=8) | n_pipes(npmi=+0.36, n=7)"
sheos,"n_paragraphs(npmi=+0.27, n=4) | n_decorative_motifs(npmi=+0.26, n=4) | n_stars(npmi=+0.22, n=4)"
shes,"has_circular_structure(npmi=+0.39, n=5) | n_concentric_rings(npmi=+0.37, n=4) | has_radial_symmetry(npmi=+0.34, n=4)"
shety,"has_spiral(npmi=+0.62, n=1) | spiral_turns(npmi=+0.62, n=1) | n_beads(npmi=+0.62, n=1)"
shey,"n_nymphs(npmi=+0.34, n=18) | has_water(npmi=+0.32, n=18) | n_pools(npmi=+0.32, n=16)"
shkaiin,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
shky,"n_paragraphs(npmi=+0.29, n=4) | n_decorative_motifs(npmi=+0.29, n=4) | n_stars(npmi=+0.24, n=4)"
sho,"n_visual_text_columns(npmi=+0.24, n=5) | n_leaves_visible(npmi=+0.22, n=4) | n_flowers_visible(npmi=+0.19, n=3)"
shockhy,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_containers(npmi=+0.34, n=2)"
shocthy,"n_petals(npmi=+0.53, n=1) | n_plant_fragments(npmi=+0.16, n=2) | n_labels(npmi=+0.11, n=4)"
shod,"n_decorative_motifs(npmi=+0.39, n=5) | n_paragraphs(npmi=+0.32, n=4) | n_stars(npmi=+0.27, n=4)"
shodaiin,"branching_depth(npmi=+0.39, n=2) | n_leaves_visible(npmi=+0.34, n=2) | n_visual_text_columns(npmi=+0.30, n=2)"
shody,"n_decorative_motifs(npmi=+0.24, n=9) | n_paragraphs(npmi=+0.21, n=8) | n_stars(npmi=+0.14, n=8)"
shoiin,(no positive PMI anchor)
shok,"n_decorative_motifs(npmi=+0.34, n=3) | has_star_motif(npmi=+0.54, n=1) | has_marginal_annotation(npmi=+0.47, n=1)"
shokal,"n_rays_or_petals(npmi=+0.45, n=1) | n_concentric_rings(npmi=+0.29, n=2) | n_paragraphs(npmi=+0.27, n=2)"
shokchy,"n_stars(npmi=+0.35, n=4) | n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3)"
shoky,"has_moon_face(npmi=+0.62, n=1) | n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2)"
shol,"n_decorative_motifs(npmi=+0.13, n=16) | n_paragraphs(npmi=+0.12, n=15) | n_flowers_visible(npmi=+0.20, n=4)"
sholdy,"has_marginal_annotation(npmi=+0.65, n=2) | n_pipes(npmi=+0.43, n=3) | n_pools(npmi=+0.40, n=3)"
shor,"n_containers(npmi=+0.10, n=5) | n_flowers_visible(npmi=+0.13, n=2) | branching_depth(npmi=+0.13, n=2)"
shos,"has_marginal_annotation(npmi=+0.37, n=1) | n_visual_text_columns(npmi=+0.24, n=1) | n_rows(npmi=+0.19, n=1)"
shosaiin,"n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2) | n_stars(npmi=+0.23, n=2)"
shoty,"n_human_figures(npmi=+0.24, n=1) | n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1)"
shy,"n_nymphs(npmi=+0.16, n=8) | has_water(npmi=+0.15, n=8) | n_pools(npmi=+0.15, n=7)"
so,"fragments_are_whole_plants(npmi=+0.54, n=1) | n_flowers_visible(npmi=+0.41, n=1) | branching_depth(npmi=+0.41, n=1)"
soiiin,"n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2) | has_human_figure(npmi=+0.23, n=2)"
soiin,"n_nymphs(npmi=+0.29, n=4) | has_water(npmi=+0.27, n=4) | n_containers(npmi=+0.29, n=3)"
sol,"n_nymphs(npmi=+0.58, n=16) | has_water(npmi=+0.56, n=16) | n_pools(npmi=+0.54, n=14)"
sor,"n_nymphs(npmi=+0.41, n=11) | has_water(npmi=+0.39, n=11) | n_pools(npmi=+0.36, n=9)"
soraiin,"n_paragraphs(npmi=+0.39, n=3) | n_decorative_motifs(npmi=+0.38, n=3) | n_stars(npmi=+0.34, n=3)"
sos,"n_labels(npmi=+0.18, n=3) | n_concentric_rings(npmi=+0.22, n=2) | has_radial_symmetry(npmi=+0.19, n=2)"
sshey,"n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)"
sy,"has_marginal_annotation(npmi=+0.31, n=2) | n_plant_fragments(npmi=+0.13, n=4) | has_star_motif(npmi=+0.22, n=1)"
t,"has_marginal_annotation(npmi=+0.50, n=1) | n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1)"
taiin,"n_paragraphs(npmi=+0.44, n=12) | n_decorative_motifs(npmi=+0.42, n=12) | n_stars(npmi=+0.36, n=12)"
tain,"n_nymphs(npmi=+0.50, n=5) | has_water(npmi=+0.48, n=5) | n_pipes(npmi=+0.47, n=4)"
tair,"n_paragraphs(npmi=+0.56, n=8) | n_decorative_motifs(npmi=+0.55, n=8) | n_stars(npmi=+0.50, n=8)"
tal,"n_nymphs(npmi=+0.51, n=7) | has_water(npmi=+0.50, n=7) | has_human_figure(npmi=+0.43, n=8)"
tar,"n_paragraphs(npmi=+0.43, n=13) | n_decorative_motifs(npmi=+0.42, n=13) | n_stars(npmi=+0.36, n=13)"
tch@152;y,"n_concentric_rings(npmi=+0.34, n=2) | has_radial_symmetry(npmi=+0.31, n=2) | has_circular_structure(npmi=+0.30, n=2)"
tchdy,"n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3) | n_stars(npmi=+0.23, n=3)"
tche@152;y,"n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2) | n_nymphs(npmi=+0.23, n=2)"
tchedy,"n_stars(npmi=+0.35, n=9) | n_paragraphs(npmi=+0.37, n=8) | n_decorative_motifs(npmi=+0.36, n=8)"
tcheey,"n_pipes(npmi=+0.17, n=1) | n_pools(npmi=+0.15, n=1) | n_nymphs(npmi=+0.13, n=1)"
tcheo,"has_marginal_annotation(npmi=+0.50, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)"
tcheody,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)"
tcheol,"n_pools(npmi=+0.35, n=2) | n_nymphs(npmi=+0.33, n=2) | has_water(npmi=+0.32, n=2)"
tchey,"has_star_motif(npmi=+0.33, n=1) | n_decorative_motifs(npmi=+0.15, n=4) | has_marginal_annotation(npmi=+0.25, n=1)"
tcho,"n_pipes(npmi=+0.20, n=1) | n_pools(npmi=+0.18, n=1) | n_nymphs(npmi=+0.16, n=1)"
tchody,"n_distinct_objects(npmi=+0.04, n=7)"
tchol,"has_central_object(npmi=+0.51, n=1) | n_concentric_rings(npmi=+0.07, n=2) | n_paragraphs(npmi=+0.05, n=2)"
tchor,"n_flowers_visible(npmi=+0.22, n=1) | branching_depth(npmi=+0.22, n=1) | n_leaves_visible(npmi=+0.18, n=1)"
tchy,"has_container(npmi=+0.11, n=2) | n_distinct_objects(npmi=+0.01, n=16) | n_human_figures(npmi=+0.01, n=1)"
te@152;y,"n_pipes(npmi=+0.40, n=4) | n_nymphs(npmi=+0.34, n=4) | has_water(npmi=+0.33, n=4)"
tedy,"n_pools(npmi=+0.69, n=11) | n_nymphs(npmi=+0.66, n=11) | has_water(npmi=+0.64, n=11)"
tee@152;y,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)"
teedy,"n_paragraphs(npmi=+0.32, n=4) | n_decorative_motifs(npmi=+0.31, n=4) | n_pipes(npmi=+0.35, n=3)"
teey,"has_human_figure(npmi=+0.33, n=7) | n_human_figures(npmi=+0.38, n=4) | n_paragraphs(npmi=+0.27, n=5)"
teody,"n_paragraphs(npmi=+0.35, n=3) | n_decorative_motifs(npmi=+0.34, n=3) | n_stars(npmi=+0.30, n=3)"
teol,"has_star_motif(npmi=+0.57, n=2) | n_pipes(npmi=+0.34, n=4) | n_pools(npmi=+0.31, n=4)"
tey,"n_paragraphs(npmi=+0.23, n=3) | n_decorative_motifs(npmi=+0.22, n=3) | n_rays_or_petals(npmi=+0.32, n=1)"
todaiin,"n_concentric_rings(npmi=+0.06, n=1) | n_paragraphs(npmi=+0.05, n=1) | n_decorative_motifs(npmi=+0.04, n=1)"
tody,"n_flowers_visible(npmi=+0.41, n=1) | branching_depth(npmi=+0.41, n=1) | n_leaves_visible(npmi=+0.37, n=1)"
tol,"n_nymphs(npmi=+0.18, n=5) | has_water(npmi=+0.17, n=5) | n_stars(npmi=+0.10, n=6)"
tor,"n_containers(npmi=+0.16, n=2) | has_container(npmi=+0.13, n=2) | n_pipes(npmi=+0.13, n=2)"
tshedy,"n_pools(npmi=+0.48, n=3) | n_nymphs(npmi=+0.45, n=3) | has_water(npmi=+0.44, n=3)"
tshey,"n_pipes(npmi=+0.47, n=3) | n_pools(npmi=+0.44, n=3) | n_nymphs(npmi=+0.41, n=3)"
tsho,"n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1) | n_stars(npmi=+0.07, n=1)"
tshol,"n_rows(npmi=+0.29, n=1) | n_containers(npmi=+0.20, n=1) | has_container(npmi=+0.17, n=1)"
ty,"n_pipes(npmi=+0.23, n=2) | n_nymphs(npmi=+0.18, n=2) | has_water(npmi=+0.17, n=2)"
v,"n_concentric_rings(npmi=+0.42, n=1) | has_radial_symmetry(npmi=+0.40, n=1) | has_circular_structure(npmi=+0.39, n=1)"
x,"has_marginal_annotation(npmi=+0.67, n=1) | n_concentric_rings(npmi=+0.29, n=1) | has_radial_symmetry(npmi=+0.27, n=1)"
y,"n_decorative_motifs(npmi=+0.31, n=24) | n_paragraphs(npmi=+0.31, n=23) | n_stars(npmi=+0.24, n=24)"
yaiin,"has_star_motif(npmi=+0.54, n=1) | n_containers(npmi=+0.37, n=2) | n_stars(npmi=+0.30, n=3)"
ychedy,"n_pools(npmi=+0.37, n=3) | n_nymphs(npmi=+0.35, n=3) | has_water(npmi=+0.33, n=3)"
ycheeo,"n_stars(npmi=+0.35, n=4) | n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3)"
ycheey,"n_decorative_motifs(npmi=+0.55, n=12) | n_paragraphs(npmi=+0.51, n=11) | n_stars(npmi=+0.44, n=11)"
ycheo,"n_paragraphs(npmi=+0.42, n=5) | n_decorative_motifs(npmi=+0.41, n=5) | n_stars(npmi=+0.37, n=5)"
ycheol,"n_paragraphs(npmi=+0.37, n=5) | n_decorative_motifs(npmi=+0.36, n=5) | n_stars(npmi=+0.31, n=5)"
ycheor,"has_star_motif(npmi=+0.51, n=1) | n_containers(npmi=+0.34, n=2) | has_container(npmi=+0.31, n=2)"
ychey,"n_rays_or_petals(npmi=+0.43, n=2) | n_concentric_rings(npmi=+0.16, n=3) | n_paragraphs(npmi=+0.14, n=3)"
ychol,"n_rows(npmi=+0.19, n=1) | n_containers(npmi=+0.10, n=1) | has_container(npmi=+0.08, n=1)"
ychor,"n_plant_fragments(npmi=+0.16, n=2) | n_rows(npmi=+0.14, n=1) | n_containers(npmi=+0.05, n=1)"
ydaiin,"has_marginal_annotation(npmi=+0.27, n=1) | n_containers(npmi=+0.15, n=2) | n_paragraphs(npmi=+0.11, n=3)"
ydain,"has_marginal_annotation(npmi=+0.47, n=1) | n_visual_text_columns(npmi=+0.34, n=1) | n_pools(npmi=+0.15, n=1)"
ydy,"has_star_motif(npmi=+0.51, n=1) | n_pipes(npmi=+0.31, n=2) | n_pools(npmi=+0.28, n=2)"
yk,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_stars(npmi=+0.19, n=2)"
ykaiin,"n_decorative_motifs(npmi=+0.33, n=8) | n_paragraphs(npmi=+0.29, n=7) | n_stars(npmi=+0.23, n=7)"
ykain,"n_pipes(npmi=+0.31, n=2) | n_nymphs(npmi=+0.26, n=2) | has_water(npmi=+0.25, n=2)"
ykair,"n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3) | n_stars(npmi=+0.23, n=3)"
ykal,"n_decorative_motifs(npmi=+0.25, n=3) | has_marginal_annotation(npmi=+0.39, n=1) | n_visual_text_columns(npmi=+0.26, n=1)"
ykaly,"has_sun_face(npmi=+0.58, n=1) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)"
ykam,"n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2) | n_rows(npmi=+0.29, n=1)"
ykar,"n_rays_or_petals(npmi=+0.31, n=2) | n_paragraphs(npmi=+0.15, n=5) | n_decorative_motifs(npmi=+0.13, n=5)"
ykchdy,"fragments_are_whole_plants(npmi=+0.54, n=1) | n_containers(npmi=+0.37, n=2) | has_container(npmi=+0.34, n=2)"
ykchedy,"n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3) | n_stars(npmi=+0.26, n=3)"
ykchey,"n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2) | has_container(npmi=+0.20, n=1)"
ykchol,"n_rows(npmi=+0.36, n=1) | n_containers(npmi=+0.27, n=1) | has_container(npmi=+0.24, n=1)"
ykchy,"has_star_motif(npmi=+0.36, n=1) | n_flowers_visible(npmi=+0.23, n=1) | branching_depth(npmi=+0.23, n=1)"
yke@152;y,"n_pipes(npmi=+0.53, n=5) | n_nymphs(npmi=+0.47, n=5) | has_water(npmi=+0.45, n=5)"
ykedy,"n_pipes(npmi=+0.17, n=1) | n_pools(npmi=+0.15, n=1) | n_nymphs(npmi=+0.13, n=1)"
ykee@152;y,"has_central_star(npmi=+0.62, n=1) | n_human_figures(npmi=+0.33, n=2) | has_human_figure(npmi=+0.23, n=3)"
ykeedy,"n_nymphs(npmi=+0.44, n=8) | has_water(npmi=+0.42, n=8) | n_pipes(npmi=+0.45, n=7)"
ykeeey,"has_T_O_diagram(npmi=+0.67, n=1) | n_paragraphs(npmi=+0.23, n=2) | n_decorative_motifs(npmi=+0.23, n=2)"
ykeeo,"has_T_O_diagram(npmi=+0.62, n=1) | n_paragraphs(npmi=+0.28, n=3) | n_decorative_motifs(npmi=+0.27, n=3)"
ykeeody,"has_radial_symmetry(npmi=+0.29, n=4) | has_central_object(npmi=+0.56, n=1) | n_petals(npmi=+0.56, n=1)"
ykeeol,"n_stars(npmi=+0.35, n=4) | n_paragraphs(npmi=+0.31, n=3) | n_decorative_motifs(npmi=+0.30, n=3)"
ykeeor,"n_human_figures(npmi=+0.24, n=1) | n_containers(npmi=+0.23, n=1) | n_labels(npmi=+0.15, n=2)"
ykees,"n_concentric_rings(npmi=+0.47, n=4) | has_radial_symmetry(npmi=+0.44, n=4) | has_circular_structure(npmi=+0.42, n=4)"
ykeey,"n_pools(npmi=+0.23, n=7) | n_nymphs(npmi=+0.20, n=7) | has_container(npmi=+0.21, n=6)"
ykeo@152;y,"n_labels(npmi=+0.26, n=3) | n_concentric_rings(npmi=+0.29, n=2) | has_radial_symmetry(npmi=+0.26, n=2)"
ykeody,"n_labels(npmi=+0.40, n=7) | n_rays_or_petals(npmi=+0.54, n=2) | has_radial_symmetry(npmi=+0.34, n=4)"
ykeol,"has_star_motif(npmi=+0.62, n=2) | n_containers(npmi=+0.44, n=4) | has_container(npmi=+0.40, n=4)"
ykeor,"n_plant_fragments(npmi=+0.45, n=3) | n_rows(npmi=+0.47, n=2) | has_star_motif(npmi=+0.54, n=1)"
ykey,"has_central_object(npmi=+0.64, n=1) | n_rays_or_petals(npmi=+0.39, n=1) | n_labels(npmi=+0.18, n=3)"
ykol,"has_marginal_annotation(npmi=+0.37, n=1) | n_flowers_visible(npmi=+0.32, n=1) | branching_depth(npmi=+0.32, n=1)"
ykor,"n_rays(npmi=+0.51, n=1) | n_labels(npmi=+0.18, n=3) | has_radial_symmetry(npmi=+0.19, n=2)"
yky,"has_moon_face(npmi=+0.53, n=1) | n_stars(npmi=+0.20, n=4) | n_rays_or_petals(npmi=+0.27, n=1)"
ypchedy,"n_paragraphs(npmi=+0.26, n=3) | n_decorative_motifs(npmi=+0.25, n=3) | n_stars(npmi=+0.21, n=3)"
ypchey,"has_star_motif(npmi=+0.62, n=1) | n_labels(npmi=+0.20, n=2) | n_containers(npmi=+0.27, n=1)"
yshedy,"n_pools(npmi=+0.59, n=5) | n_nymphs(npmi=+0.56, n=5) | has_water(npmi=+0.55, n=5)"
ysheey,"n_pipes(npmi=+0.34, n=2) | n_pools(npmi=+0.31, n=2) | n_nymphs(npmi=+0.29, n=2)"
yshey,"n_decorative_motifs(npmi=+0.38, n=6) | n_pipes(npmi=+0.38, n=4) | n_paragraphs(npmi=+0.33, n=5)"
ytaiin,"n_paragraphs(npmi=+0.22, n=6) | n_decorative_motifs(npmi=+0.21, n=6) | n_stars(npmi=+0.17, n=6)"
ytain,"n_decorative_motifs(npmi=+0.36, n=5) | n_paragraphs(npmi=+0.29, n=4) | n_stars(npmi=+0.24, n=4)"
ytal,"has_star_motif(npmi=+0.36, n=1) | n_rays_or_petals(npmi=+0.23, n=1) | n_stars(npmi=+0.07, n=3)"
ytaly,"has_central_object(npmi=+0.70, n=1) | n_human_figures(npmi=+0.43, n=2) | n_concentric_rings(npmi=+0.29, n=2)"
ytam,"n_paragraphs(npmi=+0.21, n=3) | n_decorative_motifs(npmi=+0.20, n=3) | n_stars(npmi=+0.16, n=3)"
ytar,"n_paragraphs(npmi=+0.33, n=7) | n_decorative_motifs(npmi=+0.32, n=7) | n_stars(npmi=+0.27, n=7)"
ytch@152;y,"n_distinct_objects(npmi=+0.04, n=5)"
ytchdy,"n_concentric_rings(npmi=+0.12, n=1) | n_paragraphs(npmi=+0.11, n=1) | n_decorative_motifs(npmi=+0.10, n=1)"
ytchedy,"n_paragraphs(npmi=+0.37, n=4) | n_decorative_motifs(npmi=+0.36, n=4) | n_stars(npmi=+0.32, n=4)"
ytchey,"n_rays_or_petals(npmi=+0.34, n=1) | n_concentric_rings(npmi=+0.17, n=2) | has_radial_symmetry(npmi=+0.14, n=2)"
ytchol,"n_concentric_rings(npmi=+0.12, n=1) | has_radial_symmetry(npmi=+0.10, n=1) | n_distinct_objects(npmi=+0.04, n=5)"
ytchor,"n_distinct_objects(npmi=+0.05, n=10) | n_pipes(npmi=+0.08, n=1) | n_pools(npmi=+0.05, n=1)"
ytchy,"n_petals(npmi=+0.51, n=1) | n_flowers_visible(npmi=+0.26, n=1) | branching_depth(npmi=+0.26, n=1)"
yte@152;y,"n_pipes(npmi=+0.28, n=2) | n_pools(npmi=+0.25, n=2) | n_nymphs(npmi=+0.23, n=2)"
ytedy,"n_pipes(npmi=+0.40, n=4) | n_nymphs(npmi=+0.34, n=4) | has_water(npmi=+0.33, n=4)"
ytee@152;y,"has_central_object(npmi=+0.62, n=1) | n_concentric_rings(npmi=+0.19, n=2) | n_paragraphs(npmi=+0.17, n=2)"
yteedy,"n_paragraphs(npmi=+0.45, n=8) | n_decorative_motifs(npmi=+0.44, n=8) | n_stars(npmi=+0.39, n=8)"
yteeey,"n_paragraphs(npmi=+0.44, n=3) | n_decorative_motifs(npmi=+0.43, n=3) | n_stars(npmi=+0.39, n=3)"
yteeody,"n_concentric_rings(npmi=+0.29, n=2) | n_paragraphs(npmi=+0.27, n=2) | n_decorative_motifs(npmi=+0.26, n=2)"
yteey,"has_central_star(npmi=+0.43, n=1) | has_sun_face(npmi=+0.30, n=1) | n_rays(npmi=+0.30, n=1)"
yteody,"n_rays_or_petals(npmi=+0.51, n=2) | has_radial_symmetry(npmi=+0.31, n=4) | has_circular_structure(npmi=+0.29, n=4)"
yteol,"has_star_motif(npmi=+0.77, n=2) | n_containers(npmi=+0.37, n=2) | has_container(npmi=+0.34, n=2)"
ytey,"n_rays(npmi=+0.41, n=1) | has_radial_symmetry(npmi=+0.18, n=3) | n_rays_or_petals(npmi=+0.29, n=1)"
ytody,"n_concentric_rings(npmi=+0.12, n=1) | has_radial_symmetry(npmi=+0.10, n=1) | has_circular_structure(npmi=+0.09, n=1)"
ytol,"n_distinct_objects(npmi=+0.05, n=12) | n_plant_fragments(npmi=+0.03, n=1)"
ytoldy,"n_flowers_visible(npmi=+0.49, n=1) | branching_depth(npmi=+0.49, n=1) | n_leaves_visible(npmi=+0.45, n=1)"
ytor,(no positive PMI anchor)
